source,target
ERIK SELVIG,THANOS
JARVIS,THANOS
SAM WILSON,THANOS
CLINT BARTON,THANOS
JAMES RHODES,THANOS
NICK FURY,THANOS
BRUCE BANNER,THANOS
NATASHA ROMANOFF,THANOS
STEVE ROGERS,THANOS
BALLET INSTRUCTOR,WANDA MAXIMOFF
KLAUE'S MERCENARY,WANDA MAXIMOFF
SOLDIERS,WANDA MAXIMOFF
PARTY GUEST,WANDA MAXIMOFF
SPECIALIST CAMERON KLEIN,WANDA MAXIMOFF
FORTRESS SOLDIER,WANDA MAXIMOFF
MADAME B,WANDA MAXIMOFF
IRON LEGION,WANDA MAXIMOFF
LILA BARTON,WANDA MAXIMOFF
ANNOUNCER,WANDA MAXIMOFF
DR. LIST,WANDA MAXIMOFF
STAN LEE,WANDA MAXIMOFF
BARON WOLFGANG VON STRUCKER,WANDA MAXIMOFF
DR. HELEN CHO,WANDA MAXIMOFF
LAURA BARTON,WANDA MAXIMOFF
PIETRO MAXIMOFF,WANDA MAXIMOFF
ULYSSES KLAUE,WANDA MAXIMOFF
FRIDAY,WANDA MAXIMOFF
HEIMDALL,WANDA MAXIMOFF
VISION,WANDA MAXIMOFF
MARIA HILL,WANDA MAXIMOFF
ULTRON,WANDA MAXIMOFF
PEGGY CARTER,WANDA MAXIMOFF
THANOS,WANDA MAXIMOFF
ERIK SELVIG,WANDA MAXIMOFF
JARVIS,WANDA MAXIMOFF
SAM WILSON,WANDA MAXIMOFF
CLINT BARTON,WANDA MAXIMOFF
JAMES RHODES,WANDA MAXIMOFF
NICK FURY,WANDA MAXIMOFF
BRUCE BANNER,WANDA MAXIMOFF
NATASHA ROMANOFF,WANDA MAXIMOFF
THOR,WANDA MAXIMOFF
STEVE ROGERS,WANDA MAXIMOFF
TONY STARK,WANDA MAXIMOFF
BALLET INSTRUCTOR,PEGGY CARTER
KLAUE'S MERCENARY,PEGGY CARTER
PARTY GUEST,PEGGY CARTER
FORTRESS SOLDIER,PEGGY CARTER
MADAME B,PEGGY CARTER
IRON LEGION,PEGGY CARTER
LILA BARTON,PEGGY CARTER
ANNOUNCER,PEGGY CARTER
DR. LIST,PEGGY CARTER
BARON WOLFGANG VON STRUCKER,PEGGY CARTER
DR. HELEN CHO,PEGGY CARTER
LAURA BARTON,PEGGY CARTER
FRIDAY,PEGGY CARTER
HEIMDALL,PEGGY CARTER
MARIA HILL,PEGGY CARTER
ERIK SELVIG,PEGGY CARTER
JARVIS,PEGGY CARTER
CLINT BARTON,PEGGY CARTER
JAMES RHODES,PEGGY CARTER
NICK FURY,PEGGY CARTER
BRUCE BANNER,PEGGY CARTER
BALLET INSTRUCTOR,ULTRON
KLAUE'S MERCENARY,ULTRON
SOLDIERS,ULTRON
PARTY GUEST,ULTRON
SPECIALIST CAMERON KLEIN,ULTRON
FORTRESS SOLDIER,ULTRON
MADAME B,ULTRON
IRON LEGION,ULTRON
LILA BARTON,ULTRON
ANNOUNCER,ULTRON
DR. LIST,ULTRON
STAN LEE,ULTRON
BARON WOLFGANG VON STRUCKER,ULTRON
DR. HELEN CHO,ULTRON
LAURA BARTON,ULTRON
PIETRO MAXIMOFF,ULTRON
FRIDAY,ULTRON
HEIMDALL,ULTRON
MARIA HILL,ULTRON
PEGGY CARTER,ULTRON
THANOS,ULTRON
ERIK SELVIG,ULTRON
JARVIS,ULTRON
SAM WILSON,ULTRON
CLINT BARTON,ULTRON
JAMES RHODES,ULTRON
NICK FURY,ULTRON
BRUCE BANNER,ULTRON
NATASHA ROMANOFF,ULTRON
THOR,ULTRON
STEVE ROGERS,ULTRON
TONY STARK,ULTRON
BALLET INSTRUCTOR,MARIA HILL
KLAUE'S MERCENARY,MARIA HILL
FORTRESS SOLDIER,MARIA HILL
MADAME B,MARIA HILL
IRON LEGION,MARIA HILL
LILA BARTON,MARIA HILL
ANNOUNCER,MARIA HILL
DR. LIST,MARIA HILL
BARON WOLFGANG VON STRUCKER,MARIA HILL
DR. HELEN CHO,MARIA HILL
LAURA BARTON,MARIA HILL
FRIDAY,MARIA HILL
HEIMDALL,MARIA HILL
ERIK SELVIG,MARIA HILL
JARVIS,MARIA HILL
CLINT BARTON,MARIA HILL
JAMES RHODES,MARIA HILL
BRUCE BANNER,MARIA HILL
BALLET INSTRUCTOR,VISION
KLAUE'S MERCENARY,VISION
SOLDIERS,VISION
PARTY GUEST,VISION
SPECIALIST CAMERON KLEIN,VISION
FORTRESS SOLDIER,VISION
MADAME B,VISION
IRON LEGION,VISION
LILA BARTON,VISION
ANNOUNCER,VISION
DR. LIST,VISION
STAN LEE,VISION
BARON WOLFGANG VON STRUCKER,VISION
DR. HELEN CHO,VISION
LAURA BARTON,VISION
PIETRO MAXIMOFF,VISION
ULYSSES KLAUE,VISION
FRIDAY,VISION
HEIMDALL,VISION
MARIA HILL,VISION
ULTRON,VISION
PEGGY CARTER,VISION
THANOS,VISION
ERIK SELVIG,VISION
JARVIS,VISION
SAM WILSON,VISION
CLINT BARTON,VISION
JAMES RHODES,VISION
NICK FURY,VISION
BRUCE BANNER,VISION
NATASHA ROMANOFF,VISION
THOR,VISION
STEVE ROGERS,VISION
TONY STARK,VISION
BALLET INSTRUCTOR,HEIMDALL
FORTRESS SOLDIER,HEIMDALL
ANNOUNCER,HEIMDALL
DR. LIST,HEIMDALL
BARON WOLFGANG VON STRUCKER,HEIMDALL
DR. HELEN CHO,HEIMDALL
FRIDAY,HEIMDALL
ERIK SELVIG,HEIMDALL
CLINT BARTON,HEIMDALL
BRUCE BANNER,HEIMDALL
BALLET INSTRUCTOR,FRIDAY
FORTRESS SOLDIER,FRIDAY
ANNOUNCER,FRIDAY
DR. LIST,FRIDAY
BARON WOLFGANG VON STRUCKER,FRIDAY
DR. HELEN CHO,FRIDAY
ERIK SELVIG,FRIDAY
CLINT BARTON,FRIDAY
BRUCE BANNER,FRIDAY
BALLET INSTRUCTOR,ULYSSES KLAUE
KLAUE'S MERCENARY,ULYSSES KLAUE
SOLDIERS,ULYSSES KLAUE
PARTY GUEST,ULYSSES KLAUE
SPECIALIST CAMERON KLEIN,ULYSSES KLAUE
FORTRESS SOLDIER,ULYSSES KLAUE
MADAME B,ULYSSES KLAUE
IRON LEGION,ULYSSES KLAUE
LILA BARTON,ULYSSES KLAUE
ANNOUNCER,ULYSSES KLAUE
DR. LIST,ULYSSES KLAUE
STAN LEE,ULYSSES KLAUE
BARON WOLFGANG VON STRUCKER,ULYSSES KLAUE
DR. HELEN CHO,ULYSSES KLAUE
LAURA BARTON,ULYSSES KLAUE
PIETRO MAXIMOFF,ULYSSES KLAUE
FRIDAY,ULYSSES KLAUE
HEIMDALL,ULYSSES KLAUE
MARIA HILL,ULYSSES KLAUE
ULTRON,ULYSSES KLAUE
PEGGY CARTER,ULYSSES KLAUE
THANOS,ULYSSES KLAUE
ERIK SELVIG,ULYSSES KLAUE
JARVIS,ULYSSES KLAUE
SAM WILSON,ULYSSES KLAUE
CLINT BARTON,ULYSSES KLAUE
JAMES RHODES,ULYSSES KLAUE
NICK FURY,ULYSSES KLAUE
BRUCE BANNER,ULYSSES KLAUE
NATASHA ROMANOFF,ULYSSES KLAUE
THOR,ULYSSES KLAUE
STEVE ROGERS,ULYSSES KLAUE
TONY STARK,ULYSSES KLAUE
BALLET INSTRUCTOR,PIETRO MAXIMOFF
KLAUE'S MERCENARY,PIETRO MAXIMOFF
PARTY GUEST,PIETRO MAXIMOFF
FORTRESS SOLDIER,PIETRO MAXIMOFF
MADAME B,PIETRO MAXIMOFF
IRON LEGION,PIETRO MAXIMOFF
LILA BARTON,PIETRO MAXIMOFF
ANNOUNCER,PIETRO MAXIMOFF
DR. LIST,PIETRO MAXIMOFF
BARON WOLFGANG VON STRUCKER,PIETRO MAXIMOFF
DR. HELEN CHO,PIETRO MAXIMOFF
LAURA BARTON,PIETRO MAXIMOFF
FRIDAY,PIETRO MAXIMOFF
HEIMDALL,PIETRO MAXIMOFF
MARIA HILL,PIETRO MAXIMOFF
PEGGY CARTER,PIETRO MAXIMOFF
ERIK SELVIG,PIETRO MAXIMOFF
JARVIS,PIETRO MAXIMOFF
CLINT BARTON,PIETRO MAXIMOFF
JAMES RHODES,PIETRO MAXIMOFF
NICK FURY,PIETRO MAXIMOFF
BRUCE BANNER,PIETRO MAXIMOFF
NATASHA ROMANOFF,PIETRO MAXIMOFF
BALLET INSTRUCTOR,LAURA BARTON
KLAUE'S MERCENARY,LAURA BARTON
FORTRESS SOLDIER,LAURA BARTON
IRON LEGION,LAURA BARTON
ANNOUNCER,LAURA BARTON
DR. LIST,LAURA BARTON
BARON WOLFGANG VON STRUCKER,LAURA BARTON
DR. HELEN CHO,LAURA BARTON
FRIDAY,LAURA BARTON
HEIMDALL,LAURA BARTON
ERIK SELVIG,LAURA BARTON
JARVIS,LAURA BARTON
CLINT BARTON,LAURA BARTON
JAMES RHODES,LAURA BARTON
BRUCE BANNER,LAURA BARTON
BALLET INSTRUCTOR,DR. HELEN CHO
ANNOUNCER,DR. HELEN CHO
BARON WOLFGANG VON STRUCKER,DR. HELEN CHO
CLINT BARTON,DR. HELEN CHO
BRUCE BANNER,DR. HELEN CHO
BALLET INSTRUCTOR,BARON WOLFGANG VON STRUCKER
ANNOUNCER,BARON WOLFGANG VON STRUCKER
BALLET INSTRUCTOR,STAN LEE
KLAUE'S MERCENARY,STAN LEE
SOLDIERS,STAN LEE
PARTY GUEST,STAN LEE
SPECIALIST CAMERON KLEIN,STAN LEE
FORTRESS SOLDIER,STAN LEE
MADAME B,STAN LEE
IRON LEGION,STAN LEE
LILA BARTON,STAN LEE
ANNOUNCER,STAN LEE
DR. LIST,STAN LEE
BARON WOLFGANG VON STRUCKER,STAN LEE
DR. HELEN CHO,STAN LEE
LAURA BARTON,STAN LEE
PIETRO MAXIMOFF,STAN LEE
FRIDAY,STAN LEE
HEIMDALL,STAN LEE
MARIA HILL,STAN LEE
PEGGY CARTER,STAN LEE
ERIK SELVIG,STAN LEE
JARVIS,STAN LEE
SAM WILSON,STAN LEE
CLINT BARTON,STAN LEE
JAMES RHODES,STAN LEE
NICK FURY,STAN LEE
BRUCE BANNER,STAN LEE
NATASHA ROMANOFF,STAN LEE
BALLET INSTRUCTOR,DR. LIST
ANNOUNCER,DR. LIST
BARON WOLFGANG VON STRUCKER,DR. LIST
DR. HELEN CHO,DR. LIST
CLINT BARTON,DR. LIST
BRUCE BANNER,DR. LIST
BALLET INSTRUCTOR,LILA BARTON
KLAUE'S MERCENARY,LILA BARTON
FORTRESS SOLDIER,LILA BARTON
IRON LEGION,LILA BARTON
ANNOUNCER,LILA BARTON
DR. LIST,LILA BARTON
BARON WOLFGANG VON STRUCKER,LILA BARTON
DR. HELEN CHO,LILA BARTON
LAURA BARTON,LILA BARTON
FRIDAY,LILA BARTON
HEIMDALL,LILA BARTON
ERIK SELVIG,LILA BARTON
JARVIS,LILA BARTON
CLINT BARTON,LILA BARTON
JAMES RHODES,LILA BARTON
BRUCE BANNER,LILA BARTON
BALLET INSTRUCTOR,IRON LEGION
FORTRESS SOLDIER,IRON LEGION
ANNOUNCER,IRON LEGION
DR. LIST,IRON LEGION
BARON WOLFGANG VON STRUCKER,IRON LEGION
DR. HELEN CHO,IRON LEGION
FRIDAY,IRON LEGION
HEIMDALL,IRON LEGION
ERIK SELVIG,IRON LEGION
CLINT BARTON,IRON LEGION
BRUCE BANNER,IRON LEGION
BALLET INSTRUCTOR,MADAME B
KLAUE'S MERCENARY,MADAME B
FORTRESS SOLDIER,MADAME B
IRON LEGION,MADAME B
LILA BARTON,MADAME B
ANNOUNCER,MADAME B
DR. LIST,MADAME B
BARON WOLFGANG VON STRUCKER,MADAME B
DR. HELEN CHO,MADAME B
LAURA BARTON,MADAME B
FRIDAY,MADAME B
HEIMDALL,MADAME B
ERIK SELVIG,MADAME B
JARVIS,MADAME B
CLINT BARTON,MADAME B
JAMES RHODES,MADAME B
BRUCE BANNER,MADAME B
BALLET INSTRUCTOR,FORTRESS SOLDIER
ANNOUNCER,FORTRESS SOLDIER
DR. LIST,FORTRESS SOLDIER
BARON WOLFGANG VON STRUCKER,FORTRESS SOLDIER
DR. HELEN CHO,FORTRESS SOLDIER
ERIK SELVIG,FORTRESS SOLDIER
CLINT BARTON,FORTRESS SOLDIER
BRUCE BANNER,FORTRESS SOLDIER
BALLET INSTRUCTOR,SPECIALIST CAMERON KLEIN
KLAUE'S MERCENARY,SPECIALIST CAMERON KLEIN
SOLDIERS,SPECIALIST CAMERON KLEIN
PARTY GUEST,SPECIALIST CAMERON KLEIN
FORTRESS SOLDIER,SPECIALIST CAMERON KLEIN
MADAME B,SPECIALIST CAMERON KLEIN
IRON LEGION,SPECIALIST CAMERON KLEIN
LILA BARTON,SPECIALIST CAMERON KLEIN
ANNOUNCER,SPECIALIST CAMERON KLEIN
DR. LIST,SPECIALIST CAMERON KLEIN
BARON WOLFGANG VON STRUCKER,SPECIALIST CAMERON KLEIN
DR. HELEN CHO,SPECIALIST CAMERON KLEIN
LAURA BARTON,SPECIALIST CAMERON KLEIN
PIETRO MAXIMOFF,SPECIALIST CAMERON KLEIN
FRIDAY,SPECIALIST CAMERON KLEIN
HEIMDALL,SPECIALIST CAMERON KLEIN
MARIA HILL,SPECIALIST CAMERON KLEIN
PEGGY CARTER,SPECIALIST CAMERON KLEIN
ERIK SELVIG,SPECIALIST CAMERON KLEIN
JARVIS,SPECIALIST CAMERON KLEIN
SAM WILSON,SPECIALIST CAMERON KLEIN
CLINT BARTON,SPECIALIST CAMERON KLEIN
JAMES RHODES,SPECIALIST CAMERON KLEIN
NICK FURY,SPECIALIST CAMERON KLEIN
BRUCE BANNER,SPECIALIST CAMERON KLEIN
NATASHA ROMANOFF,SPECIALIST CAMERON KLEIN
BALLET INSTRUCTOR,PARTY GUEST
KLAUE'S MERCENARY,PARTY GUEST
FORTRESS SOLDIER,PARTY GUEST
MADAME B,PARTY GUEST
IRON LEGION,PARTY GUEST
LILA BARTON,PARTY GUEST
ANNOUNCER,PARTY GUEST
DR. LIST,PARTY GUEST
BARON WOLFGANG VON STRUCKER,PARTY GUEST
DR. HELEN CHO,PARTY GUEST
LAURA BARTON,PARTY GUEST
FRIDAY,PARTY GUEST
HEIMDALL,PARTY GUEST
MARIA HILL,PARTY GUEST
ERIK SELVIG,PARTY GUEST
JARVIS,PARTY GUEST
CLINT BARTON,PARTY GUEST
JAMES RHODES,PARTY GUEST
NICK FURY,PARTY GUEST
BRUCE BANNER,PARTY GUEST
NATASHA ROMANOFF,PARTY GUEST
BALLET INSTRUCTOR,SOLDIERS
KLAUE'S MERCENARY,SOLDIERS
PARTY GUEST,SOLDIERS
FORTRESS SOLDIER,SOLDIERS
MADAME B,SOLDIERS
IRON LEGION,SOLDIERS
LILA BARTON,SOLDIERS
ANNOUNCER,SOLDIERS
DR. LIST,SOLDIERS
BARON WOLFGANG VON STRUCKER,SOLDIERS
DR. HELEN CHO,SOLDIERS
LAURA BARTON,SOLDIERS
PIETRO MAXIMOFF,SOLDIERS
FRIDAY,SOLDIERS
HEIMDALL,SOLDIERS
MARIA HILL,SOLDIERS
PEGGY CARTER,SOLDIERS
ERIK SELVIG,SOLDIERS
JARVIS,SOLDIERS
SAM WILSON,SOLDIERS
CLINT BARTON,SOLDIERS
JAMES RHODES,SOLDIERS
NICK FURY,SOLDIERS
BRUCE BANNER,SOLDIERS
NATASHA ROMANOFF,SOLDIERS
BALLET INSTRUCTOR,KLAUE'S MERCENARY
FORTRESS SOLDIER,KLAUE'S MERCENARY
IRON LEGION,KLAUE'S MERCENARY
ANNOUNCER,KLAUE'S MERCENARY
DR. LIST,KLAUE'S MERCENARY
BARON WOLFGANG VON STRUCKER,KLAUE'S MERCENARY
DR. HELEN CHO,KLAUE'S MERCENARY
FRIDAY,KLAUE'S MERCENARY
HEIMDALL,KLAUE'S MERCENARY
ERIK SELVIG,KLAUE'S MERCENARY
JARVIS,KLAUE'S MERCENARY
CLINT BARTON,KLAUE'S MERCENARY
JAMES RHODES,KLAUE'S MERCENARY
BRUCE BANNER,KLAUE'S MERCENARY
BALLET INSTRUCTOR,ZRINKA
WORLD HUB TECH,ZRINKA
KLAUE'S MERCENARY,ZRINKA
SOLDIERS,ZRINKA
PARTY GUEST,ZRINKA
SPECIALIST CAMERON KLEIN,ZRINKA
FORTRESS SOLDIER,ZRINKA
MADAME B,ZRINKA
IRON LEGION,ZRINKA
LILA BARTON,ZRINKA
ANNOUNCER,ZRINKA
DR. LIST,ZRINKA
STAN LEE,ZRINKA
BARON WOLFGANG VON STRUCKER,ZRINKA
DR. HELEN CHO,ZRINKA
LAURA BARTON,ZRINKA
PIETRO MAXIMOFF,ZRINKA
ULYSSES KLAUE,ZRINKA
FRIDAY,ZRINKA
HEIMDALL,ZRINKA
VISION,ZRINKA
MARIA HILL,ZRINKA
ULTRON,ZRINKA
PEGGY CARTER,ZRINKA
WANDA MAXIMOFF,ZRINKA
THANOS,ZRINKA
ERIK SELVIG,ZRINKA
JARVIS,ZRINKA
SAM WILSON,ZRINKA
CLINT BARTON,ZRINKA
JAMES RHODES,ZRINKA
NICK FURY,ZRINKA
BRUCE BANNER,ZRINKA
NATASHA ROMANOFF,ZRINKA
THOR,ZRINKA
STEVE ROGERS,ZRINKA
TONY STARK,ZRINKA
BALLET INSTRUCTOR,WORLD HUB TECH
KLAUE'S MERCENARY,WORLD HUB TECH
SOLDIERS,WORLD HUB TECH
PARTY GUEST,WORLD HUB TECH
SPECIALIST CAMERON KLEIN,WORLD HUB TECH
FORTRESS SOLDIER,WORLD HUB TECH
MADAME B,WORLD HUB TECH
IRON LEGION,WORLD HUB TECH
LILA BARTON,WORLD HUB TECH
ANNOUNCER,WORLD HUB TECH
DR. LIST,WORLD HUB TECH
STAN LEE,WORLD HUB TECH
BARON WOLFGANG VON STRUCKER,WORLD HUB TECH
DR. HELEN CHO,WORLD HUB TECH
LAURA BARTON,WORLD HUB TECH
PIETRO MAXIMOFF,WORLD HUB TECH
ULYSSES KLAUE,WORLD HUB TECH
FRIDAY,WORLD HUB TECH
HEIMDALL,WORLD HUB TECH
VISION,WORLD HUB TECH
MARIA HILL,WORLD HUB TECH
ULTRON,WORLD HUB TECH
PEGGY CARTER,WORLD HUB TECH
WANDA MAXIMOFF,WORLD HUB TECH
THANOS,WORLD HUB TECH
ERIK SELVIG,WORLD HUB TECH
JARVIS,WORLD HUB TECH
SAM WILSON,WORLD HUB TECH
CLINT BARTON,WORLD HUB TECH
JAMES RHODES,WORLD HUB TECH
NICK FURY,WORLD HUB TECH
BRUCE BANNER,WORLD HUB TECH
NATASHA ROMANOFF,WORLD HUB TECH
THOR,WORLD HUB TECH
STEVE ROGERS,WORLD HUB TECH
TONY STARK,WORLD HUB TECH
ANNOUNCER,BALLET INSTRUCTOR
MUFFLED VOICE,TONY STARK
OLDER MAN,TONY STARK
AVENGERS KID,TONY STARK
AVENGERS JIMMY,TONY STARK
A1 CLINT BARTON,TONY STARK
LOKI/STEVE,TONY STARK
MAIDEN,TONY STARK
A1 HULK,TONY STARK
A1 NATASHA,TONY STARK
EDWIN JARVIS,TONY STARK
RONIN,TONY STARK
AKIHIKO,TONY STARK
A1 TONY,TONY STARK
MALE AGENT,TONY STARK
FEMALE SHIELD AGENT,TONY STARK
CORVUS GLAIVE,TONY STARK
M.P.,TONY STARK
GRIEVING MAN,TONY STARK
SECURITY,TONY STARK
A1 THOR,TONY STARK
A1 STEVE,TONY STARK
JAPSER SITWELL,TONY STARK
MORGAN STARK,TONY STARK
ANCIENT ONE,TONY STARK
BAD NEBULA,TONY STARK
EBONY MAW,TONY STARK
GROOT,TONY STARK
CASSIE LANG,TONY STARK
KORG,TONY STARK
BROCK RUMLOW,TONY STARK
RED SKULL,TONY STARK
ALEXANDER PIERCE,TONY STARK
HOWARD STARK,TONY STARK
MANTIS,TONY STARK
OKOYE,TONY STARK
FRIGGA,TONY STARK
STEPHEN STRANGE,TONY STARK
NEBULA,TONY STARK
HOPE VAN DYNE,TONY STARK
DRAX,TONY STARK
BUCKY BARNES,TONY STARK
HANK PYM,TONY STARK
HAPPY HOGAN,TONY STARK
T'CHALLA,TONY STARK
GAMORA,TONY STARK
ROCKET,TONY STARK
JANE FOSTER,TONY STARK
CAROL DANVERS,TONY STARK
PETER QUILL,TONY STARK
SCOTT LANG,TONY STARK
LOKI,TONY STARK
PEPPER POTTS,TONY STARK
PETER PARKER,TONY STARK
MUFFLED VOICE,STEVE ROGERS
OLDER MAN,STEVE ROGERS
AVENGERS KID,STEVE ROGERS
AVENGERS JIMMY,STEVE ROGERS
A1 CLINT BARTON,STEVE ROGERS
LOKI/STEVE,STEVE ROGERS
MAIDEN,STEVE ROGERS
A1 HULK,STEVE ROGERS
A1 NATASHA,STEVE ROGERS
EDWIN JARVIS,STEVE ROGERS
RONIN,STEVE ROGERS
AKIHIKO,STEVE ROGERS
A1 TONY,STEVE ROGERS
MALE AGENT,STEVE ROGERS
FEMALE SHIELD AGENT,STEVE ROGERS
CORVUS GLAIVE,STEVE ROGERS
M.P.,STEVE ROGERS
GRIEVING MAN,STEVE ROGERS
SECURITY,STEVE ROGERS
A1 THOR,STEVE ROGERS
A1 STEVE,STEVE ROGERS
JAPSER SITWELL,STEVE ROGERS
MORGAN STARK,STEVE ROGERS
ANCIENT ONE,STEVE ROGERS
BAD NEBULA,STEVE ROGERS
EBONY MAW,STEVE ROGERS
GROOT,STEVE ROGERS
KORG,STEVE ROGERS
BROCK RUMLOW,STEVE ROGERS
RED SKULL,STEVE ROGERS
ALEXANDER PIERCE,STEVE ROGERS
MANTIS,STEVE ROGERS
OKOYE,STEVE ROGERS
FRIGGA,STEVE ROGERS
STEPHEN STRANGE,STEVE ROGERS
NEBULA,STEVE ROGERS
DRAX,STEVE ROGERS
BUCKY BARNES,STEVE ROGERS
HAPPY HOGAN,STEVE ROGERS
GAMORA,STEVE ROGERS
ROCKET,STEVE ROGERS
JANE FOSTER,STEVE ROGERS
CAROL DANVERS,STEVE ROGERS
PETER QUILL,STEVE ROGERS
LOKI,STEVE ROGERS
PEPPER POTTS,STEVE ROGERS
PETER PARKER,STEVE ROGERS
MUFFLED VOICE,THOR
OLDER MAN,THOR
AVENGERS KID,THOR
AVENGERS JIMMY,THOR
A1 CLINT BARTON,THOR
LOKI/STEVE,THOR
MAIDEN,THOR
A1 HULK,THOR
A1 NATASHA,THOR
EDWIN JARVIS,THOR
RONIN,THOR
AKIHIKO,THOR
A1 TONY,THOR
MALE AGENT,THOR
FEMALE SHIELD AGENT,THOR
CORVUS GLAIVE,THOR
M.P.,THOR
GRIEVING MAN,THOR
SECURITY,THOR
A1 THOR,THOR
A1 STEVE,THOR
JAPSER SITWELL,THOR
MORGAN STARK,THOR
ANCIENT ONE,THOR
BAD NEBULA,THOR
EBONY MAW,THOR
GROOT,THOR
CASSIE LANG,THOR
KORG,THOR
BROCK RUMLOW,THOR
RED SKULL,THOR
ALEXANDER PIERCE,THOR
HOWARD STARK,THOR
MANTIS,THOR
OKOYE,THOR
FRIGGA,THOR
STEPHEN STRANGE,THOR
NEBULA,THOR
HOPE VAN DYNE,THOR
DRAX,THOR
BUCKY BARNES,THOR
HANK PYM,THOR
HAPPY HOGAN,THOR
T'CHALLA,THOR
GAMORA,THOR
ROCKET,THOR
JANE FOSTER,THOR
CAROL DANVERS,THOR
PETER QUILL,THOR
SCOTT LANG,THOR
LOKI,THOR
PEPPER POTTS,THOR
PETER PARKER,THOR
MUFFLED VOICE,PETER PARKER
OLDER MAN,PETER PARKER
AVENGERS KID,PETER PARKER
AVENGERS JIMMY,PETER PARKER
A1 CLINT BARTON,PETER PARKER
LOKI/STEVE,PETER PARKER
MAIDEN,PETER PARKER
A1 HULK,PETER PARKER
A1 NATASHA,PETER PARKER
EDWIN JARVIS,PETER PARKER
AKIHIKO,PETER PARKER
A1 TONY,PETER PARKER
MALE AGENT,PETER PARKER
FEMALE SHIELD AGENT,PETER PARKER
CORVUS GLAIVE,PETER PARKER
M.P.,PETER PARKER
GRIEVING MAN,PETER PARKER
LILA BARTON,PETER PARKER
A1 THOR,PETER PARKER
A1 STEVE,PETER PARKER
JAPSER SITWELL,PETER PARKER
MORGAN STARK,PETER PARKER
ANCIENT ONE,PETER PARKER
LAURA BARTON,PETER PARKER
BAD NEBULA,PETER PARKER
EBONY MAW,PETER PARKER
GROOT,PETER PARKER
CASSIE LANG,PETER PARKER
KORG,PETER PARKER
FRIDAY,PETER PARKER
BROCK RUMLOW,PETER PARKER
ALEXANDER PIERCE,PETER PARKER
HOWARD STARK,PETER PARKER
MANTIS,PETER PARKER
OKOYE,PETER PARKER
FRIGGA,PETER PARKER
NEBULA,PETER PARKER
HOPE VAN DYNE,PETER PARKER
PEGGY CARTER,PETER PARKER
DRAX,PETER PARKER
BUCKY BARNES,PETER PARKER
HANK PYM,PETER PARKER
HAPPY HOGAN,PETER PARKER
GAMORA,PETER PARKER
CLINT BARTON,PETER PARKER
JANE FOSTER,PETER PARKER
CAROL DANVERS,PETER PARKER
JAMES RHODES,PETER PARKER
LOKI,PETER PARKER
BRUCE BANNER,PETER PARKER
PEPPER POTTS,PETER PARKER
NATASHA ROMANOFF,PETER PARKER
MUFFLED VOICE,NATASHA ROMANOFF
AVENGERS KID,NATASHA ROMANOFF
AVENGERS JIMMY,NATASHA ROMANOFF
A1 CLINT BARTON,NATASHA ROMANOFF
LOKI/STEVE,NATASHA ROMANOFF
MAIDEN,NATASHA ROMANOFF
A1 HULK,NATASHA ROMANOFF
A1 NATASHA,NATASHA ROMANOFF
EDWIN JARVIS,NATASHA ROMANOFF
AKIHIKO,NATASHA ROMANOFF
A1 TONY,NATASHA ROMANOFF
MALE AGENT,NATASHA ROMANOFF
FEMALE SHIELD AGENT,NATASHA ROMANOFF
CORVUS GLAIVE,NATASHA ROMANOFF
M.P.,NATASHA ROMANOFF
GRIEVING MAN,NATASHA ROMANOFF
A1 THOR,NATASHA ROMANOFF
A1 STEVE,NATASHA ROMANOFF
JAPSER SITWELL,NATASHA ROMANOFF
MORGAN STARK,NATASHA ROMANOFF
ANCIENT ONE,NATASHA ROMANOFF
BAD NEBULA,NATASHA ROMANOFF
EBONY MAW,NATASHA ROMANOFF
GROOT,NATASHA ROMANOFF
KORG,NATASHA ROMANOFF
BROCK RUMLOW,NATASHA ROMANOFF
ALEXANDER PIERCE,NATASHA ROMANOFF
MANTIS,NATASHA ROMANOFF
FRIGGA,NATASHA ROMANOFF
DRAX,NATASHA ROMANOFF
BUCKY BARNES,NATASHA ROMANOFF
HAPPY HOGAN,NATASHA ROMANOFF
GAMORA,NATASHA ROMANOFF
JANE FOSTER,NATASHA ROMANOFF
CAROL DANVERS,NATASHA ROMANOFF
LOKI,NATASHA ROMANOFF
MUFFLED VOICE,PEPPER POTTS
OLDER MAN,PEPPER POTTS
AVENGERS KID,PEPPER POTTS
AVENGERS JIMMY,PEPPER POTTS
A1 CLINT BARTON,PEPPER POTTS
LOKI/STEVE,PEPPER POTTS
MAIDEN,PEPPER POTTS
A1 HULK,PEPPER POTTS
A1 NATASHA,PEPPER POTTS
EDWIN JARVIS,PEPPER POTTS
AKIHIKO,PEPPER POTTS
A1 TONY,PEPPER POTTS
MALE AGENT,PEPPER POTTS
FEMALE SHIELD AGENT,PEPPER POTTS
CORVUS GLAIVE,PEPPER POTTS
M.P.,PEPPER POTTS
GRIEVING MAN,PEPPER POTTS
LILA BARTON,PEPPER POTTS
A1 THOR,PEPPER POTTS
A1 STEVE,PEPPER POTTS
JAPSER SITWELL,PEPPER POTTS
MORGAN STARK,PEPPER POTTS
ANCIENT ONE,PEPPER POTTS
LAURA BARTON,PEPPER POTTS
BAD NEBULA,PEPPER POTTS
EBONY MAW,PEPPER POTTS
